남이섬,1,5,2019년6월18일,봄에는 벚꽃이 만발하고여름에는 시원한 강가에서 스피드보트타고가을은 남이섬과 근교 자라섬이 단풍으로 불타고겨울은 순백의 남이나라. 또 가고싶다,봄에는 벚꽃이 만발하고여름에는 시원한 강가에서 스피드보트타고가을은 남이섬과 근교 자라섬이 단풍으로 불타고겨울은 순백의 남이나라. 또 가고싶다
설악 워터피아,3,5,2016년1월19일,雪岳韩华温泉水乐园真的好好玩哦，这里的温泉非常的舒服，好多温泉的项目都是很刺激的那种，换号泳衣后就可以在这里自由的玩了，边泡温泉还是可以在这里享受当地的美食。,설악한 한화 온천 워터 파크는 정말 재미 있습니다. 여기의 온천은 매우 편안합니다. 많은 온천 프로젝트가 매우 흥미 롭습니다. 수영복을 갈아 입은 후에는 자유롭게 놀 수 있습니다. 온천은 여전히 현지 음식을 즐길 수 있습니다.
설악 워터피아,3,5,2015년9월27일,很好玩，在冬天过来，能感受到冰火两重天的感觉。温泉还是值得要泡一下。,아주 재미 있습니다. 겨울에는 얼음과 불의 느낌을 느낄 수 있습니다. 온천은 여전히 몸을 담글 가치가 있습니다.
설악 워터피아,4,5,2014년1월4일,一个让你同时享受温泉和海浪的乐园，里面有很多的娱乐设施，可以玩的很尽兴。,"온천과 파도를 동시에 즐길 수있는 천국, 많은 엔터테인먼트 시설이 있으며, 매우 재미 있습니다."
설악 워터피아,4,5,2015년7월24일,秋季或者是冬季来这边是最好的，不仅可以看到雪岳山的枫叶或是雪景，看完后还能来这边泡泡温泉，活活血，感觉整个人都非常的放松。,가을이나 겨울에는 눈 덮인 산의 단풍 나무 나 눈이 내리는 장면을 볼 수있을뿐만 아니라 볼 수있을 때도 여기에 와서 피를 흘릴 수 있습니다. 전체 사람은 매우 편안합니다.
설악 워터피아,4,4,2017년3월26일,环境是得天独厚的，在这里不仅可以欣赏到雪岳山的美景，还可以感受东海的气息。露天温泉等水上娱乐设施完备，一年四季对外开放，可以尽情享受，吸引了许多游客的到来。,환경은 독특합니다. 설악산의 아름다움을 즐길뿐만 아니라 동중국 해의 분위기를 느낄 수 있습니다. 노천 온천과 같은 수상 엔터테인먼트 시설은 완벽하며 일년 내내 대중에게 개방되어 있으며 많은 관광객을 끌어들일 수 있습니다.
설악 워터피아,4,5,2016년6월18일,在露天的泉水池里一边泡着温泉，一边又欣赏美景，在这不协调的景色下却是一种非凡的体验，一定不要错过这里,야외 샘물 수영장에서 온천을 즐기면서 경치를 즐기십시오.이 조화롭지 않은 풍경에서 특별한 경험입니다. 여기를 놓치지 마세요.
설악 워터피아,4,5,2016년10월31일,确实不错，环境好，服务好，就是价钱高 不过值！服务质量一流。很喜欢下次还会去。,"정말 좋은, 환경이 좋다, 서비스가 좋다, 가격이 비싸지 만 가치가있다! 서비스 품질은 일류입니다. 나는 다음에 가고 싶다."
설악 워터피아,5,5,2016년9월7일,虽然温泉池子数量不多，但是够大， 就像私家汤池，有儿童区域，休息室沙发也很舒服,온천 수영장은 많지 않지만 개인 수프 풀처럼 어린이 공간이 있으며 라운지 소파도 매우 편안합니다.
설악 워터피아,5,5,2017년2월28일,非常好玩的地方，各种各样的游乐设施，总有一个你喜欢的，非常的棒。,"아주 재미있는 장소, 모든 종류의 놀이기구, 항상 당신이 좋아하는, 아주 좋은 것입니다."
설악 워터피아,5,4,2014년3월4일,这里有温泉和水上乐园，位于江原道束草市的雪岳山景区，去雪岳山游玩的话，一定不要错过这个地方，可以洗下温泉，玩玩水。,"여기에는 온천과 워터 파크가 있으며, 장원도 슈 쿠사시의 스노우 유산 경치 구역에 위치하고 있습니다. 스노우 유산에 가면이 곳을 놓치지 말고 온천을 씻고 물을 가지고 놀 수 있습니다."
설악 워터피아,5,5,2017년7월17일,温泉水很赞，有很多娱乐设施，休闲设施，是个不错的选择,"온천수는 매우 좋으며 많은 엔터테인먼트 시설, 레저 시설이 있으며 좋은 선택입니다."
설악 워터피아,5,5,2016년12월15일,泡在温暖的温泉里，欣赏着美丽的雪景，真的不容错过,따뜻한 온천에 몸을 담그고 아름다운 설경을 즐기십시오. 놓치지 마세요.
설악 워터피아,6,4,2016년5월4일,韩华温泉水乐园是一个露天的公园，这里的水池不算太大，就是泡泡水玩，没有太多的大型设施可以娱乐，露天的地方有时候会有点晒哦。,한화 온천 워터 파크는 야외 공원으로 수영장이 너무 크지 않고 거품 물이며 많은 대형 시설이 없으며 야외 장소는 때때로 약간 햇볕에 쬐는 경우가 있습니다.
설악 워터피아,6,5,2018년5월28일,很有特色 既能泡温泉 还能玩水 大家都很喜欢,매우 특별하고 온천과 물놀이를 할 수 있습니다. 모두가 좋아합니다.
설악 워터피아,6,4,2016년1월27일,雪岳韩华温泉水乐园是一个由天然温泉改建的地方，这里的温泉非常舒服，温度四十多度，有点热，室外的温泉很大，有免费的茶水。,Xueyue Hanhua Hot Spring Water Park는 천연 온천으로 개조 된 곳으로 온천은 40도 이상으로 매우 편안하며 약간 뜨겁고 야외 온천은 매우 커서 무료 차가 있습니다.
설악 워터피아,6,4,2014년3월11일,这个是乐园也是温泉，里面的设施也很不错的感觉，值得一试的地方O(&cap;_&cap;)O哈！,"이것은 천국과 온천이며, 내부 시설도 아주 좋은 느낌, 그것은 O (∩ _ ∩) O 하를 시도 가치가있다!"
설악 워터피아,6,4,2016년10월24일,以后泡温泉都只来这里！不像其他地方下水饺一样！人挺少的，水也干净，带老人和小孩来玩，还是挺好的,"나중에 온천은 여기에만 올 것이다! 다른 곳의 만두와 달리! 아주 적은 사람들, 깨끗한 물, 노인과 아이들을 데리고, 여전히 아주 좋은"
설악 워터피아,7,4,2014년9월19일,是一个综合性的水上乐园。可使身心充分获得放松，保证您的夏日度假不留遗憾。,포괄적 인 워터 파크입니다. 여름 휴가를 후회하지 않도록 몸과 마음을 완전히 편안하게하십시오.
설악 워터피아,7,4,2016년12월29일,特别喜欢泳池冲浪，仿佛置身海边，休闲惬意。孩子第一次来这里玩儿，异常兴奋，很高兴。,특히 해변에있는 것처럼 수영장 서핑을 좋아합니다. 아이들은 처음으로 여기에 와서 매우 흥분하고 매우 행복했습니다.
설악 워터피아,7,4,2016년10월14일,各种水滑梯很刺激，特别是4人漂流和最高的红管、绿管滑梯超级好玩，水温控制的也很好。,다양한 수질 슬라이드는 매우 흥미 롭습니다. 특히 4 명의 사람들이 표류하고 가장 높은 빨간 파이프와 녹색 파이프 슬라이드는 매우 재미 있고 수온 제어도 매우 좋습니다.
설악 워터피아,7,4,2016년11월19일,年前去的，温泉人少，泡得很舒服，环境和服务还是很不错的，去的时候人很少很舒服。,"몇 년 전, 온천은 매우 작고, 거품은 매우 편안했고, 환경과 서비스는 여전히 매우 좋았으며, 갈 때 거의 편안하지 않았습니다."
설악 워터피아,7,4,2017년2월5일,室外的场地，水温基本在四十度左右，滑滑梯很高，很好玩，大人小孩都可以玩,"야외 장소, 수온은 기본적으로 약 40도, 슬라이드가 매우 재미 있고, 어른과 아이들이 놀 수 있습니다"
설악 워터피아,8,4,2014년3월2일,不错，设施齐全，服务专业。,좋고 완벽한 시설과 전문적인 서비스.
설악 워터피아,8,4,2018년7월17일,人少人少人少，重要的事情说三遍，这相当重要,"사람들은 적고, 소수, 소수, 중요한 것은 세 번 말합니다. 이것은 아주 중요합니다."
설악 워터피아,8,4,2017년3월18일,非常干净卫生，尽管游客众多也井井有条。,많은 관광객들이 잘 조직되어 있지만 매우 깨끗합니다.
설악 워터피아,8,4,2016년12월22일,可以闭目想象一下泡着温泉看着雪景的场面,눈을 감고 온천에 몸을 담그고 눈을 보는 장면을 상상할 수 있습니다.
설악 워터피아,8,4,2016년9월13일,又能泡温泉，又能玩的地方真好^_^,온천에 몸을 담그고 놀 수있는 곳은 정말 좋습니다. ^_^
설악 워터피아,9,4,2016년12월21일,真是非常稀奇的景观，让人耳目一新,매우 희귀한 풍경입니다. 상쾌한
설악 워터피아,9,4,2016년11월21일,泡着温泉，看着雪景，感觉处在两极,온천에 몸을 담그고 눈을 보면서 양극에 있다고 느낍니다.
경포해변,1,4,2019년6월29일,海水浴场蛮好玩的，浴场里面的很多的玩水的东西，海水是比较蓝色的，还有很丰富的沙滩，可以在沙子上享受一下夏日的风格的，这里的太阳还是很晒的看。,해변은 꽤 즐겁습니다. 물놀이는 많은 것들이 있습니다. 바다는 비교적 푸른 색이며 매우 풍부한 해변도 있습니다. 당신은 모래 위에서 여름 스타일을 즐길 수 있습니다. 여기의 태양은 여전히 매우 맑습니다. .
경포해변,1,5,2017년5월15일,2月份去的江陵海边的安木咖啡街，图一是同行的朋友拍的，后面自己用手机拍的，一条街都是咖啡的香气，拿着咖啡去海边发发呆还是不错，沙子不是白沙，但是很干净，海水图片色，还去了鬼怪的景点场面，男女主角见面的-注文津海边。总体感觉不错。,2 월에 장링의 바닷가 안무 커피 거리에갔습니다. 사진 하나는 제 친구가 찍은 것입니다. 나중에 휴대 전화로 사진을 찍었습니다. 한 거리는 커피 향기로 가득 차 있습니다. 해변에 커피를 가져다가 멍해져있는 것이 좋습니다. 모래는 흰색이 아닙니다. 하지만 아주 깨끗하고 바다가 아름다웠고 영웅과여 주인공이 만난 주문진 해수욕장의 유령 명소로갔습니다. 전반적으로 기분이 좋습니다.
경포해변,1,5,2016년12월9일,绝对推荐的一个海边 这里的人很少几乎都是当地的游客 海水的质量真的没得说海水特别的蓝 傻子不是特别细腻但是感觉也很不错晚上还可以在海边放烟花,절대적으로 추천되는 해변에는 거의 모든 사람들이 현지 관광객입니다. 바다의 품질은 정말 바닷물의 특별한 파란색이라고 말할 필요가 없습니다. 바보는 특히 섬세하지는 않지만 기분이 좋습니다. 밤에는 해변에서 불꽃 놀이를 할 수 있습니다.
경포해변,1,5,2021년6월8일,경포해변은 백마디말보다 그냥 모든게 좋은곳!!!!지금은 아직 개장전이라 강아지랑 실컷 뛰놀고 수영도하고 너무좋습니다^^,경포해변은 백마디말보다 그냥 모든게 좋은곳!!!!지금은 아직 개장전이라 강아지랑 실컷 뛰놀고 수영도하고 너무좋습니다^^
경포해변,1,5,2021년5월18일,조용하면서도 관광객이 많고 카페도 많아 여행객들에게 최고!,조용하면서도 관광객이 많고 카페도 많아 여행객들에게 최고!
경포해변,1,5,2021년5월6일,1년에 2~3번은 가는데 또 가고 샆네요 ㅠㅠ,1년에 2~3번은 가는데 또 가고 샆네요 ㅠㅠ
경포해변,1,1,2019년12월23일,정동진 바닷가에있는 썬크루즈호텔을 추천합니다 아름다운 바닷가에서 정동진 일출과 모래시계를 즐감하면서!!,정동진 바닷가에있는 썬크루즈호텔을 추천합니다 아름다운 바닷가에서 정동진 일출과 모래시계를 즐감하면서!!
경포해변,1,5,2022년4월17일,일출이 정말 말이 안되게 이쁜 곳입니다. 강추드립니다.,일출이 정말 말이 안되게 이쁜 곳입니다. 강추드립니다.
경포해변,2,5,2022년6월14일,바다를 보면 왜 동해동해 하는지 알 수 있죠ㅎㅎ,바다를 보면 왜 동해동해 하는지 알 수 있죠ㅎㅎ
경포해변,2,5,2022년1월21일,강릉에 오면 경포해변 안들르는 사람 없다고하죠. 해안도로를 끼고 있는 경포 해변에서 사랑하는 연인과 사진을 많이 찍으세요. 주변의 소나무 길 사이로 서로 사진을 찍어주는 것은 참 좋은 추억이 될 것입니다~~~!!,강릉에 오면 경포해변 안들르는 사람 없다고하죠. 해안도로를 끼고 있는 경포 해변에서 사랑하는 연인과 사진을 많이 찍으세요. 주변의 소나무 길 사이로 서로 사진을 찍어주는 것은 참 좋은 추억이 될 것입니다~~~!!
경포해변,2,5,2021년11월11일,굿굿 좋습니다 힐링 지대로!! 추천,굿굿 좋습니다 힐링 지대로!! 추천
경포해변,2,4,2020년5월7일,海水浴场也是一处很适合光光的好去处，这处海边的浴场也是蛮有趣的，很多的人都在这里欣赏景色的，海水也是比较干净的，沙滩上好多的东西。,해변도 빛을 발하는 좋은 곳입니다. 해변의 해변도 꽤 흥미 롭습니다. 많은 사람들이 이곳의 경치를 즐기고 있습니다. 물은 비교적 깨끗하고 해변에 많은 것들이 있습니다.
경포해변,3,5,2015년4월27일,江陵：江陵市位于韩国东部海岸，大海，咖啡，艺术可以说是韩国的代表。大海不用说，这里有镜浦台海水浴场，蔚蓝色大海让人流连忘返。这里更有咖啡博物馆带你体验制作咖啡的乐趣与成就感。不光这些，位于这里的&ldquo;乌竹轩&rdquo;、&ldquo;船桥庄&rdquo;、&ldquo;镜浦台&rdquo;等都是重要的历史建筑。这次楼主会主要为大家介绍&ldquo;乌竹轩&rdquo;、&ldquo;镜浦台&rdquo;和咖啡博物馆。,"Jiangling : Jiangling City는 한국의 동부 해안에 위치하고 있으며 바다, 커피 및 예술은 한국의 대표자라고 할 수 있습니다. 말할 필요도없이, 바다에는 Jingputai Beach가 있으며 푸른 바다는 사람들이 돌아 오는 것을 잊게합니다. 커피 박물관이있어 커피를 만드는 재미와 성취감을 경험할 수 있습니다. 뿐만 아니라 여기에 위치한 ""Wuzhuxuan"", ""Funabashi Zhuang""및 ""Jingputai""는 중요한 역사적 건물입니다. 이번에는 주택 소유자가 주로 ""Wuzhuxuan"", ""Jingputai""및 커피 박물관을 소개합니다."
